Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,continent,country_code,Continent_AF,Continent_AS,Continent_EU,Continent_NA,Continent_OC,Continent_SA,Country_US,Country_CN
Liang Wengen,14.1,China,construction equipment,148,64.0,"Changsha, China",China,Married,1.0,"Bachelor of Arts/Science, Central South University",True,AS,CN,0,1,0,0,0,0,0,1
Scott Farquhar,14.0,Australia,software,150,41.0,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of New South Wales",True,OC,AU,0,0,0,0,1,0,0,0
Finn Rausing,13.9,Sweden,packaging,151,66.0,"London, United Kingdom",Sweden,,,,False,EU,SE,0,0,1,0,0,0,0,0
Jorn Rausing,13.9,Sweden,packaging,151,61.0,"Surrey, United Kingdom",Sweden,,,,False,EU,SE,0,0,1,0,0,0,0,0
Kirsten Rausing,13.9,Sweden,packaging,151,68.0,"Newmarket, United Kingdom",Sweden,,,,False,EU,SE,0,0,1,0,0,0,0,0
Brian Chesky,13.7,United States,Airbnb,154,39.0,"San Francisco, California",United States,Single,,"Bachelor of Arts/Science, Rhode Island School of Design",True,NAm,US,0,0,0,1,0,0,1,0
Joseph Lau,13.6,Hong Kong,real estate,155,69.0,"Hong Kong, Hong Kong",Hong Kong,Divorced,6.0,,True,AS,HK,0,1,0,0,0,0,0,0
David Duffield,13.5,United States,business software,156,80.0,"Incline Village, Nevada",United States,Married,10.0,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",True,NAm,US,0,0,0,1,0,0,1,0
Charoen Sirivadhanabhakdi,13.5,Thailand,"alcohol, real estate",156,77.0,"Bangkok, Thailand",Thailand,Married,5.0,,True,AS,TH,0,1,0,0,0,0,0,0
Kim Jung-ju,13.3,South Korea,online games,158,53.0,"Seoul, South Korea",South Korea,Married,2.0,"Doctorate, Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",True,AS,KR,0,1,0,0,0,0,0,0
Robert & Philip Ng,13.3,Singapore,real estate,158,,"Singapore, Singapore",Singapore,,,,False,AS,SG,0,1,0,0,0,0,0,0
Zhang Bangxin,13.3,China,education,158,41.0,"Beijing, China",China,,,"EMBA, China Europe International Business School",True,AS,CN,0,1,0,0,0,0,0,1
Anders Holch Povlsen,13.2,Denmark,fashion retail,161,48.0,"Aarhus, Denmark",Denmark,Married,4.0,,False,EU,DK,0,0,1,0,0,0,0,0
Wang Wenyin,13.2,China,"mining, copper products",161,53.0,"Shenzhen, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Wang Liping & family,13.1,China,hydraulic machinery,163,55.0,"Changzhou, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Tatyana Bakalchuk,13.0,Russia,ecommerce,164,45.0,"Moscow region, Russia",Russia,Married,4.0,"Bachelor of Science, State University of Management",True,EU,RU,0,0,1,0,0,0,0,0
Michael Platt,13.0,United Kingdom,hedge funds,164,53.0,"Geneva, Switzerland",United Kingdom,,,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",True,EU,GB,0,0,1,0,0,0,0,0
Huang Shilin,12.9,China,batteries,166,54.0,"Ningde, China",China,,,"Bachelor of Technology, Hefei University of Technology",True,AS,CN,0,1,0,0,0,0,0,1
Ricardo Salinas Pliego & family,12.9,Mexico,"retail, media",166,65.0,"Mexico City, Mexico",Mexico,Married,6.0,"Master of Business Administration, A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey",False,NAm,MX,0,0,0,1,0,0,0,0
Kumar Birla,12.8,India,commodities,168,53.0,"Mumbai, India",India,Married,3.0,"Master of Business Administration, London Business School; Bachelor of Arts/Science, University of Bombay",False,AS,IN,0,1,0,0,0,0,0,0
Dang Yanbao,12.7,China,coal,169,48.0,"Yinchuan, China",China,,,"Master of Business Administration, Peking University",True,AS,CN,0,1,0,0,0,0,0,1
Cyrus Poonawalla,12.7,India,vaccines,169,79.0,"Pune, India",India,Widowed,1.0,"Bachelor of Arts/Science, Pune University; Doctorate, Pune University",False,AS,IN,0,1,0,0,0,0,0,0
Robert Kuok,12.6,Malaysia,"palm oil, shipping, property",171,97.0,"Hong Kong, Hong Kong",Malaysia,Married,8.0,"Bachelor of Arts/Science, Raffles College",True,AS,MY,0,1,0,0,0,0,0,0
Hank & Doug Meijer,12.6,United States,supermarkets,171,,"Grand Rapids, Michigan",United States,,,,False,NAm,US,0,0,0,1,0,0,1,0
Jack Dorsey,12.5,United States,"Twitter, Square",173,44.0,"San Francisco, California",United States,Single,,"Drop Out, New York University",True,NAm,US,0,0,0,1,0,0,1,0
Lu Zhongfang,12.5,China,education,173,78.0,"Tonghua, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Ma Jianrong & family,12.5,China,"textiles, apparel",173,57.0,"Ningbo, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Zhang Tao,12.5,China,e-commerce,173,48.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Nathan Blecharczyk,12.4,United States,Airbnb,177,37.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Arts/Science, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
John Doerr,12.4,United States,venture capital,177,69.0,"Woodside, California",United States,Married,2.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",True,NAm,US,0,0,0,1,0,0,1,0
Joe Gebbia,12.4,United States,Airbnb,177,39.0,"San Francisco, California",United States,In Relationship,,"Bachelor of Arts/Science, Rhode Island School of Design",True,NAm,US,0,0,0,1,0,0,1,0
Forrest Li,12.4,Singapore,gaming,177,43.0,"Singapore, Singapore",Singapore,Married,,"Bachelor of Engineering, Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",True,AS,SG,0,1,0,0,0,0,0,0
Yu Renrong,12.3,China,semiconductors,181,55.0,"Ningbo, China",China,,,"Bachelor of Science in Engineering, Tsinghua University",True,AS,CN,0,1,0,0,0,0,0,1
Liu Yonghao & family,12.1,China,agribusiness,182,69.0,"Chengdu, China",China,Married,2.0,,True,AS,CN,0,1,0,0,0,0,0,1
Gordon Moore,12.1,United States,Intel,182,92.0,"Woodside, California",United States,Married,2.0,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",True,NAm,US,0,0,0,1,0,0,1,0
Jeff Yass,12.0,United States,"trading, investments",184,62.0,"Haverford, Pennsylvania",United States,Married,4.0,"Bachelor of Arts/Economics, SUNY Binghamton",True,NAm,US,0,0,0,1,0,0,1,0
Bobby Murphy,11.9,United States,Snapchat,185,32.0,"Venice, California",United States,Single,,"Bachelor of Arts/Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Patrick Drahi,11.8,France,telecom,186,57.0,"Zermatt, Switzerland",France,Married,4.0,,True,EU,FR,0,0,1,0,0,0,0,0
Jensen Huang,11.8,United States,semiconductors,186,,,,,,,,NAm,US,0,0,0,1,0,0,1,0
Alexander Otto,11.8,Germany,real estate,186,53.0,"Hamburg, Germany",Germany,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College",False,EU,DE,0,0,1,0,0,0,0,0
Cen Junda,11.6,China,pharmaceuticals,189,56.0,"Lianyungang, China",China,,,"Doctorate, Zhejiang University",True,AS,CN,0,1,0,0,0,0,0,1
Joseph Tsai,11.6,Canada,e-commerce,189,57.0,"Hong Kong, Hong Kong",Canada,Married,3.0,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University",True,NAm,CA,0,0,0,1,0,0,0,0
Aliko Dangote,11.5,Nigeria,"cement, sugar",191,64.0,"Lagos, Nigeria",Nigeria,Divorced,3.0,"Bachelor of Arts/Science, Al-Azhar University",True,AF,NG,1,0,0,0,0,0,0,0
Marcel Herrmann Telles,11.5,Brazil,beer,191,71.0,"Sao Paulo, Brazil",Brazil,Married,2.0,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",True,SA,BR,0,0,0,0,0,1,0,0
Mikhail Prokhorov,11.4,Russia,investments,193,56.0,"Moscow, Russia",Russia,Single,,"Bachelor of Arts/Science, Moscow Institute of Finance",True,EU,RU,0,0,1,0,0,0,0,0
Jorge Moll Filho & family,11.3,Brazil,hospitals,194,76.0,"Rio de Janeiro, Brazil",Brazil,Married,5.0,"Masters of Public Health, Universidade Federal do Rio de Janeiro",True,SA,BR,0,0,0,0,0,1,0,0
Viktor Rashnikov,11.2,Russia,steel,195,72.0,"Magnitogorsk, Russia",Russia,Married,2.0,"Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute",True,EU,RU,0,0,1,0,0,0,0,0
Harry Triguboff,11.2,Australia,real estate,195,88.0,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of Leeds",True,OC,AU,0,0,0,0,1,0,0,0
Leonid Fedun & family,11.1,Russia,oil,197,65.0,"Moscow, Russia",Russia,Married,2.0,"Master of Science, Military Academy F.E.Dzerzhinsky",True,EU,RU,0,0,1,0,0,0,0,0
Eyal Ofer,11.1,Israel,"real estate, shipping",197,70.0,"Monte Carlo, Monaco",Israel,Married,4.0,,False,AS,IL,0,1,0,0,0,0,0,0
Evan Spiegel,11.1,United States,Snapchat,197,30.0,"Los Angeles, California",United States,Married,2.0,"Bachelor of Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Luis Carlos Sarmiento,11.0,Colombia,banking,200,88.0,"Bogota, Colombia",Colombia,Married,5.0,"Bachelor of Arts/Science, National University of Colombia",True,SA,CO,0,0,0,0,0,1,0,0
Andreas Struengmann & family,11.0,Germany,pharmaceuticals,200,71.0,"Tegernsee, Germany",Germany,Married,2.0,"Medical Doctor, University at Buffalo",True,EU,DE,0,0,1,0,0,0,0,0
Thomas Struengmann & family,11.0,Germany,pharmaceuticals,200,71.0,"Tegernsee, Germany",Germany,Married,4.0,"Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",True,EU,DE,0,0,1,0,0,0,0,0
Rodolphe Saadé & family,10.9,France,shipping,203,51.0,"Marseille, France",France,,,"Bachelor of Arts/Science, Concordia University",False,EU,FR,0,0,1,0,0,0,0,0
Dilip Shanghvi,10.9,India,pharmaceuticals,203,65.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Calcutta University",True,AS,IN,0,1,0,0,0,0,0,0
Tom & Judy Love,10.8,United States,retail & gas stations,205,,"Oklahoma City, Oklahoma",United States,Married,4.0,,True,NAm,US,0,0,0,1,0,0,1,0
Anthony Pratt,10.8,Australia,manufacturing,205,61.0,"Melbourne, Australia",Australia,,2.0,"Bachelor of Arts/Economics, Monash University",False,OC,AU,0,0,0,0,1,0,0,0
Wang Laisheng,10.8,China,electronics components,205,56.0,"Shenzhen, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Gianluigi & Rafaela Aponte,10.7,Switzerland,Shipping,208,80.0,"Geneva, Switzerland",Switzerland,,2.0,,True,EU,CH,0,0,1,0,0,0,0,0
Wang Laichun,10.7,China,electronics components,208,53.0,"Shenzhen, China",China,Married,,"EMBA, Tsinghua University",True,AS,CN,0,1,0,0,0,0,0,1
Chen Jianhua,10.6,China,chemicals,210,50.0,"Wujiang, China",China,Married,,"Bachelor of Arts/Science, Nanjing Normal University",True,AS,CN,0,1,0,0,0,0,0,1
Leng Youbin,10.6,China,infant formula,210,52.0,"Beijing, China",China,,,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",True,AS,CN,0,1,0,0,0,0,0,1
Charles Schwab,10.6,United States,discount brokerage,210,83.0,"Woodside, California",United States,Married,5.0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University",True,NAm,US,0,0,0,1,0,0,1,0
Li Zhenguo & family,10.5,China,solar wafers and modules,213,53.0,"Xi'an, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Sunil Mittal & family,10.5,India,telecom,213,63.0,"Delhi, India",India,Married,3.0,"Bachelor of Arts/Science, Punjab University",True,AS,IN,0,1,0,0,0,0,0,0
Melker Schorling & family,10.5,Sweden,investments,213,73.0,"Stockholm, Sweden",Sweden,Married,2.0,"Master of Business Administration, Gothenburg University",True,EU,SE,0,0,1,0,0,0,0,0
Cai Kui,10.4,China,real estate,216,58.0,"Chengdu, China",China,Divorced,1.0,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",True,AS,CN,0,1,0,0,0,0,0,1
John Fredriksen,10.4,Cyprus,shipping,216,76.0,"London, United Kingdom",Cyprus,Widowed,2.0,,True,AS,CY,0,1,0,0,0,0,0,0
Qi Shi & family,10.4,China,financial information,216,51.0,"Shanghai, China",China,,,"EMBA, Fudan University; Bachelor of Arts/Science, Shanghai Jiaotong University",True,AS,CN,0,1,0,0,0,0,0,1
"Chase Coleman, III.",10.3,United States,investments,219,45.0,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Williams College",True,NAm,US,0,0,0,1,0,0,1,0
Hui Wing Mau,10.3,Hong Kong,real estate,219,70.0,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Master of Business Administration, University of South Australia",True,AS,HK,0,1,0,0,0,0,0,0
"Edward Johnson, III.",10.3,United States,money management,219,90.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Arts/Science, Harvard University",False,NAm,US,0,0,0,1,0,0,1,0
Liu Hanyuan,10.3,China,agribusiness,219,57.0,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True,AS,CN,0,1,0,0,0,0,0,1
Larry Xiangdong Chen,10.2,China,education,223,49.0,"Beijing, China",China,,,"Ph.D, Renmin University of China",True,AS,CN,0,1,0,0,0,0,0,1
Philip Anschutz,10.1,United States,investments,224,81.0,"Denver, Colorado",United States,Married,3.0,"Bachelor of Arts/Science, University of Kansas",False,NAm,US,0,0,0,1,0,0,1,0
Dietmar Hopp & family,10.1,Germany,software,224,81.0,"Walldorf, Germany",Germany,Married,2.0,"Master of Science, University of Karlsruhe",True,EU,DE,0,0,1,0,0,0,0,0
German Khan,10.1,Russia,"oil, banking, telecom",224,59.0,"London, United Kingdom",Russia,Married,4.0,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True,EU,RU,0,0,1,0,0,0,0,0
Li Ge,10.1,United States,pharmaceutical ingredients,224,54.0,"Shanghai, China",United States,Married,,"Ph.D, Columbia University",True,NAm,US,0,0,0,1,0,0,1,0
Jay Chaudhry,10.0,United States,security software,228,61.0,"Reno, Nevada",United States,Married,3.0,,True,NAm,US,0,0,0,1,0,0,1,0
Eric Wittouck,10.0,Belgium,investments,228,74.0,Monaco,Belgium,,,,False,EU,BE,0,0,1,0,0,0,0,0
Carl Cook,9.9,United States,medical devices,230,58.0,"Bloomington, Indiana",United States,Married,,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",False,NAm,US,0,0,0,1,0,0,1,0
Jan Koum,9.9,United States,WhatsApp,230,45.0,"Atherton, California",United States,Single,,"Drop Out, San Jose State University",True,NAm,US,0,0,0,1,0,0,1,0
"Herbert Kohler, Jr. & family",9.8,United States,plumbing fixtures,232,82.0,"Kohler, Wisconsin",United States,Married,3.0,"Bachelor of Arts/Science, Yale University",False,NAm,US,0,0,0,1,0,0,1,0
Tobi Lutke,9.8,Canada,e-commerce,232,40.0,"Ottawa, Canada",Canada,Married,3.0,,True,NAm,CA,0,0,0,1,0,0,0,0
James Dyson,9.7,United Kingdom,vacuums,234,74.0,"Gloucestershire, United Kingdom",United Kingdom,Married,3.0,,True,EU,GB,0,0,1,0,0,0,0,0
Mat Ishbia,9.7,United States,★,234,41.0,"Bloomfield Hills, Michigan",United States,Divorced,3.0,"Bachelor of Business Administration, Michigan State University",False,NAm,US,0,0,0,1,0,0,1,0
Savitri Jindal & family,9.7,India,steel,234,71.0,"Hisar, India",India,Widowed,9.0,,False,AS,IN,0,1,0,0,0,0,0,0
Friedhelm Loh,9.7,Germany,manufacturing,234,74.0,"Haiger, Germany",Germany,Married,3.0,,False,EU,DE,0,0,1,0,0,0,0,0
Iskander Makhmudov,9.7,Russia,"mining, metals, machinery",234,57.0,"Moscow, Russia",Russia,Married,1.0,"Bachelor of Arts/Science, Tashkent State University",True,EU,RU,0,0,1,0,0,0,0,0
Stefano Pessina,9.7,Italy,drugstores,234,79.0,"Monte Carlo, Monaco",Italy,Divorced,2.0,"Bachelor of Engineering, Politecnico di Milano",False,EU,IT,0,0,1,0,0,0,0,0
Quek Leng Chan,9.7,Malaysia,"banking, property",234,79.0,"Kuala Lumpur, Malaysia",Malaysia,Married,3.0,"LLB, Middle Temple",False,AS,MY,0,1,0,0,0,0,0,0
Israel Englander,9.6,United States,hedge funds,241,72.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, New York University",True,NAm,US,0,0,0,1,0,0,1,0
Charles Ergen,9.6,United States,satellite TV,241,68.0,"Denver, Colorado",United States,Married,5.0,"Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business",True,NAm,US,0,0,0,1,0,0,1,0
Jim Pattison,9.6,Canada,diversified,241,92.0,"Vancouver, Canada",Canada,Married,3.0,,True,NAm,CA,0,0,0,1,0,0,0,0
Yao Liangsong,9.6,China,furniture,241,56.0,"Guangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
David Geffen,9.5,United States,"movies, record labels",245,78.0,"Beverly Hills, California",United States,Single,,"Drop Out, The University of Texas at Austin",True,NAm,US,0,0,0,1,0,0,1,0
Yeung Kin-man,9.5,Hong Kong,electronics,245,57.0,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,AS,HK,0,1,0,0,0,0,0,0
Ding Shizhong & family,9.4,China,sports apparel,247,50.0,"Quanzhou, China",China,Married,2.0,"EMBA, Xiamen University",True,AS,CN,0,1,0,0,0,0,0,1
Harold Hamm & family,9.4,United States,oil & gas,247,75.0,"Oklahoma City, Oklahoma",United States,Divorced,5.0,"Diploma, High School",True,NAm,US,0,0,0,1,0,0,1,0
Jim Kennedy,9.4,United States,"media, automotive",247,73.0,"Atlanta, Georgia",United States,Married,3.0,"Bachelor of Arts/Science, University of Denver",False,NAm,US,0,0,0,1,0,0,1,0
Blair Parry-Okeden,9.4,United States,"media, automotive",247,70.0,"New South Wales, Australia",United States,Divorced,2.0,"Diploma, High School; Bachelor of Arts/Science, University of Denver",False,NAm,US,0,0,0,1,0,0,1,0
Ding Shijia,9.3,China,sports apparel,251,57.0,"Quanzhou, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Kim Beom-su,9.3,South Korea,online services,251,55.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University",True,AS,KR,0,1,0,0,0,0,0,0
Ian & Richard Livingstone,9.3,United Kingdom,real estate,251,,"London, United Kingdom",United Kingdom,,,,True,EU,GB,0,0,1,0,0,0,0,0
Sun Hongbin,9.3,United States,real estate,251,58.0,"Tianjin, China",United States,,,"Master, Tsinghua University",True,NAm,US,0,0,0,1,0,0,1,0
Alberto Bailleres Gonzalez & family,9.2,Mexico,mining,255,89.0,"Mexico City, Mexico",Mexico,Married,4.0,,False,NAm,MX,0,0,0,1,0,0,0,0
Lam Wai-ying,9.1,Hong Kong,smartphone screens,256,,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,AS,HK,0,1,0,0,0,0,0,0
Massimiliana Landini Aleotti & family,9.1,Italy,pharmaceuticals,256,78.0,"Fiesole (FI), Italy",Italy,Widowed,2.0,,False,EU,IT,0,0,1,0,0,0,0,0
Lu Xiangyang,9.1,China,"automobiles, batteries",256,58.0,"Guangzhou, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Wolfgang Marguerre & family,9.1,Germany,pharmaceuticals,256,79.0,"Heidelberg, Germany",Germany,Married,3.0,,True,EU,DE,0,0,1,0,0,0,0,0
David Sun,9.1,United States,computer hardware,256,69.0,"Irvine, California",United States,Married,2.0,"Bachelor of Engineering, Tatung University",True,NAm,US,0,0,0,1,0,0,1,0
John Tu,9.1,United States,computer hardware,256,79.0,"Rolling Hills, California",United States,Married,2.0,"Bachelor of Arts/Science, Technische Universität Darmstadt",True,NAm,US,0,0,0,1,0,0,1,0
Guillaume Pousaz,9.0,Switzerland,fintech,262,39.0,,Switzerland,Married,3.0,,True,EU,CH,0,0,1,0,0,0,0,0
Viktor Vekselberg,9.0,Russia,"metals, energy",262,64.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",True,EU,RU,0,0,1,0,0,0,0,0
Jerry Jones,8.9,United States,Dallas Cowboys,264,78.0,"Dallas, Texas",United States,Married,3.0,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",True,NAm,US,0,0,0,1,0,0,1,0
Michael Otto,8.9,Germany,"retail, real estate",264,78.0,"Hamburg, Germany",Germany,Married,2.0,"Doctorate, University of Hamburg; Doctorate, University of Munich",False,EU,DE,0,0,1,0,0,0,0,0
Steven Rales,8.9,United States,manufacturing,264,70.0,"Santa Barbara, California",United States,Married,3.0,"Law Degree, American University; Bachelor of Arts/Science, DePauw University",True,NAm,US,0,0,0,1,0,0,1,0
